age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
34,technician,single,professional.course,no,no,no,cellular,468.0,1,999.0,0,nonexistent,no
22,student,single,basic.6y,no,yes,no,cellular,293.0,2,4.0,2,success,yes
39,admin.,married,high.school,no,yes,no,cellular,303.0,3,999.0,0,nonexistent,yes
58,retired,married,high.school,unknown,yes,no,cellular,159.0,1,999.0,1,failure,no
37,services,married,high.school,no,no,no,telephone,152.0,3,999.0,0,nonexistent,no
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,259.0,2,999.0,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,cellular,131.0,2,8.0,1,success,no
80,retired,divorced,basic.4y,no,no,yes,cellular,169.0,2,6.0,2,success,yes
22,admin.,single,high.school,no,yes,no,cellular,107.0,1,999.0,0,nonexistent,no
38,admin.,married,high.school,no,yes,yes,cellular,159.0,1,999.0,0,nonexistent,no
999,blue-collar,married,basic.6y,unknown,no,no,cellular,813.0,1,999.0,0,nonexistent,yes
34,admin.,married,university.degree,no,no,no,telephone,,2,999.0,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,288.0,1,999.0,0,nonexistent,no
41,entrepreneur,married,basic.6y,no,no,no,telephone,156.0,3,999.0,0,nonexistent,no
42,technician,married,professional.course,unknown,no,no,cellular,75.0,3,999.0,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,97.0,1,999.0,0,nonexistent,no
28,student,single,university.degree,no,yes,no,cellular,93.0,3,11.0,2,failure,no
26,admin.,married,university.degree,no,yes,no,cellular,154.0,1,,0,nonexistent,yes
25,blue-collar,married,basic.9y,no,yes,no,telephone,121.0,2,999.0,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,16.0,1,999.0,0,nonexistent,no
999,admin.,single,high.school,no,yes,yes,cellular,149.0,1,999.0,0,nonexistent,no
49,blue-collar,married,basic.9y,unknown,no,no,telephone,27.0,1,999.0,0,nonexistent,no
36,services,single,high.school,no,no,no,cellular,102.0,6,999.0,0,nonexistent,no
45,management,married,basic.9y,unknown,yes,no,cellular,288.0,1,999.0,1,failure,no
23,student,,university.degree,no,yes,no,cellular,172.0,1,3.0,2,success,yes
40,admin.,single,university.degree,no,no,yes,cellular,14.0,5,999.0,0,nonexistent,no
30,self-employed,single,university.degree,no,yes,no,cellular,191.0,1,999.0,0,nonexistent,no
32,student,married,high.school,no,yes,no,cellular,753.0,1,999.0,0,nonexistent,yes
37,services,married,high.school,no,no,no,cellular,157.0,4,999.0,0,nonexistent,no
40,management,married,university.degree,no,yes,no,cellular,321.0,4,999.0,0,nonexistent,yes
44,admin.,single,basic.6y,unknown,yes,no,cellular,130.0,2,999.0,0,nonexistent,no
28,blue-collar,married,basic.4y,unknown,yes,no,cellular,6.0,8,999.0,0,nonexistent,no
29,technician,single,university.degree,no,yes,yes,cellular,44.0,1,999.0,0,nonexistent,no
46,technician,married,high.school,no,yes,no,cellular,368.0,1,999.0,0,nonexistent,no
45,technician,married,professional.course,no,yes,yes,cellular,52.0,2,999.0,0,nonexistent,no
52,admin.,single,university.degree,unknown,unknown,unknown,cellular,138.0,3,999.0,0,nonexistent,no
40,blue-collar,married,basic.9y,unknown,yes,no,telephone,239.0,2,999.0,0,nonexistent,no
34,admin.,married,basic.9y,no,yes,no,cellular,63.0,4,999.0,0,nonexistent,no
43,services,married,high.school,no,yes,yes,cellular,1212.0,1,,0,nonexistent,yes
29,self-employed,single,university.degree,no,no,no,cellular,88.0,1,999.0,0,nonexistent,no
53,admin.,divorced,university.degree,no,yes,no,cellular,551.0,1,999.0,0,nonexistent,no
24,student,single,high.school,no,yes,no,cellular,423.0,3,999.0,0,nonexistent,yes
30,admin.,single,university.degree,no,yes,yes,cellular,204.0,1,999.0,0,nonexistent,no
49,admin.,divorced,professional.course,no,no,no,cellular,80.0,5,999.0,1,failure,no
46,admin.,,high.school,no,yes,yes,cellular,396.0,1,13.0,2,success,yes
51,technician,married,professional.course,no,yes,yes,cellular,200.0,1,999.0,0,nonexistent,yes
40,blue-collar,married,professional.course,no,no,no,cellular,189.0,1,999.0,0,nonexistent,no
36,admin.,married,university.degree,no,yes,no,cellular,54.0,1,999.0,0,nonexistent,no
34,services,single,basic.9y,no,no,no,cellular,308.0,1,999.0,0,nonexistent,no
31,self-employed,married,basic.9y,no,no,no,cellular,56.0,1,999.0,0,nonexistent,no
40,technician,married,professional.course,no,no,no,cellular,316.0,2,999.0,0,nonexistent,no
50,unemployed,,high.school,no,no,no,cellular,79.0,1,999.0,1,failure,no
50,unemployed,married,high.school,no,no,no,telephone,373.0,2,999.0,0,nonexistent,no
31,student,single,unknown,no,no,no,cellular,243.0,2,999.0,1,failure,yes
33,admin.,married,university.degree,no,yes,no,cellular,740.0,1,3.0,2,success,yes
51,blue-collar,married,high.school,no,no,no,cellular,11.0,4,999.0,0,nonexistent,no
30,blue-collar,single,university.degree,no,yes,yes,cellular,166.0,2,999.0,0,nonexistent,no
70,housemaid,divorced,basic.4y,no,no,no,cellular,213.0,1,999.0,1,failure,no
48,admin.,married,high.school,unknown,yes,no,telephone,306.0,1,,0,nonexistent,no
29,technician,single,university.degree,no,yes,no,telephone,420.0,1,999.0,0,nonexistent,no
37,self-employed,married,professional.course,no,no,yes,telephone,254.0,1,,0,nonexistent,no
999,blue-collar,married,basic.9y,no,no,no,telephone,111.0,3,999.0,1,failure,no
56,blue-collar,divorced,basic.9y,no,yes,no,telephone,286.0,9,999.0,0,nonexistent,no
42,blue-collar,married,basic.9y,unknown,no,no,telephone,208.0,1,999.0,0,nonexistent,no
36,technician,single,professional.course,no,no,no,cellular,146.0,2,999.0,0,nonexistent,yes
46,housemaid,married,basic.4y,no,no,no,telephone,788.0,3,999.0,0,nonexistent,no
50,services,married,high.school,unknown,yes,no,telephone,235.0,1,999.0,0,nonexistent,no
999,retired,married,basic.4y,no,no,no,telephone,93.0,2,999.0,0,nonexistent,no
27,technician,single,basic.9y,no,yes,no,cellular,56.0,7,999.0,0,nonexistent,no
999,technician,divorced,university.degree,no,yes,no,telephone,214.0,2,999.0,0,nonexistent,no
59,retired,married,unknown,no,yes,no,telephone,96.0,2,999.0,0,nonexistent,no
32,technician,single,professional.course,no,no,no,cellular,146.0,2,999.0,0,nonexistent,no
53,services,married,unknown,no,yes,no,cellular,327.0,1,999.0,0,nonexistent,no
57,management,married,unknown,no,no,no,cellular,178.0,2,999.0,0,nonexistent,no
35,blue-collar,married,high.school,no,no,no,cellular,180.0,2,999.0,0,nonexistent,no
34,admin.,married,high.school,no,yes,no,cellular,109.0,3,999.0,0,nonexistent,no
42,blue-collar,married,basic.6y,unknown,no,no,cellular,364.0,2,999.0,0,nonexistent,no
44,technician,married,professional.course,no,yes,no,cellular,173.0,1,4.0,1,success,yes
49,unknown,married,unknown,unknown,yes,no,telephone,288.0,1,999.0,0,nonexistent,no
40,technician,married,professional.course,unknown,yes,no,cellular,192.0,1,999.0,0,nonexistent,no
44,technician,single,university.degree,no,no,yes,cellular,228.0,2,999.0,0,nonexistent,no
40,technician,married,professional.course,unknown,no,yes,telephone,921.0,3,999.0,0,nonexistent,no
27,admin.,single,university.degree,no,yes,yes,telephone,194.0,2,999.0,0,nonexistent,no
38,unemployed,divorced,high.school,unknown,yes,no,cellular,43.0,3,999.0,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,cellular,395.0,1,999.0,0,nonexistent,yes
43,blue-collar,married,basic.9y,no,yes,no,cellular,352.0,1,999.0,1,failure,no
44,services,married,high.school,no,yes,no,telephone,102.0,2,999.0,0,nonexistent,no
29,blue-collar,married,professional.course,no,no,no,telephone,34.0,8,999.0,0,nonexistent,no
48,technician,married,basic.9y,no,no,no,cellular,81.0,3,999.0,0,nonexistent,no
35,admin.,married,high.school,no,yes,no,cellular,194.0,1,4.0,1,success,yes
999,housemaid,single,high.school,no,no,no,cellular,786.0,1,999.0,0,nonexistent,yes
44,entrepreneur,married,university.degree,no,yes,no,cellular,570.0,4,999.0,0,nonexistent,no
45,entrepreneur,married,basic.4y,unknown,no,no,cellular,,5,999.0,0,nonexistent,no
49,admin.,divorced,high.school,no,unknown,unknown,cellular,88.0,3,999.0,0,nonexistent,no
54,technician,married,professional.course,no,yes,no,telephone,167.0,2,999.0,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,telephone,284.0,4,999.0,0,nonexistent,no
35,blue-collar,single,basic.9y,no,yes,no,cellular,676.0,3,999.0,0,nonexistent,yes
35,admin.,married,university.degree,no,no,yes,telephone,125.0,5,999.0,0,nonexistent,no
42,housemaid,divorced,basic.4y,no,yes,no,telephone,271.0,1,999.0,1,failure,no
54,housemaid,married,unknown,no,yes,no,cellular,105.0,1,999.0,1,failure,no
55,retired,married,university.degree,no,no,no,cellular,659.0,2,999.0,0,nonexistent,no
29,technician,married,professional.course,no,yes,no,telephone,369.0,1,999.0,0,nonexistent,no
43,admin.,married,high.school,no,yes,no,cellular,76.0,4,3.0,1,success,no
28,admin.,single,university.degree,no,yes,no,cellular,249.0,1,999.0,0,nonexistent,no
48,blue-collar,married,basic.4y,no,no,no,telephone,128.0,1,999.0,0,nonexistent,no
48,technician,divorced,professional.course,no,yes,no,cellular,188.0,1,999.0,0,nonexistent,no
30,management,single,university.degree,no,yes,no,cellular,876.0,1,999.0,0,nonexistent,no
55,services,married,high.school,no,yes,yes,cellular,691.0,1,999.0,0,nonexistent,yes
50,services,married,university.degree,unknown,no,no,cellular,116.0,1,999.0,0,nonexistent,no
28,self-employed,married,basic.9y,no,yes,no,cellular,1111.0,5,999.0,0,nonexistent,yes
999,unemployed,single,university.degree,no,yes,no,cellular,143.0,1,999.0,0,nonexistent,no
57,retired,single,high.school,no,no,no,telephone,166.0,2,999.0,0,nonexistent,no
38,admin.,single,university.degree,no,yes,no,telephone,126.0,1,999.0,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,122.0,1,999.0,0,nonexistent,no
58,housemaid,married,basic.4y,unknown,no,no,cellular,91.0,2,999.0,0,nonexistent,no
47,admin.,married,high.school,no,yes,no,cellular,1152.0,3,999.0,0,nonexistent,yes
47,unemployed,married,professional.course,unknown,yes,yes,cellular,100.0,1,999.0,0,nonexistent,no
38,services,single,basic.9y,no,yes,no,cellular,149.0,4,999.0,0,nonexistent,no
999,admin.,single,university.degree,no,no,no,cellular,146.0,3,999.0,1,failure,no
31,blue-collar,single,basic.9y,no,no,no,cellular,386.0,1,999.0,0,nonexistent,no
30,admin.,single,university.degree,no,yes,yes,cellular,151.0,2,999.0,0,nonexistent,no
30,self-employed,single,university.degree,no,yes,no,cellular,214.0,1,999.0,0,nonexistent,yes
41,services,single,high.school,no,no,no,cellular,1642.0,2,999.0,0,nonexistent,no
45,technician,married,professional.course,no,no,no,telephone,35.0,2,999.0,0,nonexistent,no
33,admin.,divorced,university.degree,no,yes,no,cellular,214.0,2,999.0,1,failure,no
29,admin.,single,high.school,no,no,no,telephone,149.0,1,999.0,0,nonexistent,no
57,management,married,unknown,no,no,no,cellular,112.0,1,999.0,0,nonexistent,yes
54,blue-collar,single,unknown,no,yes,no,cellular,122.0,2,999.0,0,nonexistent,no
31,blue-collar,divorced,basic.9y,no,no,no,telephone,475.0,2,999.0,0,nonexistent,no
33,services,married,high.school,no,no,no,cellular,738.0,1,999.0,0,nonexistent,yes
34,blue-collar,single,university.degree,no,no,no,telephone,156.0,1,999.0,0,nonexistent,no
47,admin.,married,university.degree,unknown,yes,no,telephone,176.0,1,999.0,0,nonexistent,no
32,blue-collar,married,basic.6y,no,no,yes,telephone,36.0,2,,0,nonexistent,no
37,entrepreneur,married,university.degree,no,yes,no,telephone,403.0,1,999.0,0,nonexistent,no
999,blue-collar,single,basic.6y,no,no,no,telephone,69.0,2,999.0,0,nonexistent,no
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,602.0,5,999.0,0,nonexistent,no
54,management,married,university.degree,no,yes,no,cellular,113.0,2,999.0,0,nonexistent,no
40,services,married,high.school,no,no,no,cellular,83.0,1,999.0,0,nonexistent,no
47,blue-collar,married,basic.4y,unknown,yes,no,cellular,115.0,1,999.0,1,failure,no
34,technician,single,professional.course,no,no,yes,cellular,217.0,1,999.0,1,failure,no
54,technician,married,high.school,no,yes,no,cellular,,5,999.0,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,cellular,397.0,2,999.0,1,failure,no
50,admin.,married,high.school,unknown,yes,no,telephone,85.0,5,999.0,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,no,no,telephone,209.0,3,999.0,0,nonexistent,no
42,blue-collar,single,professional.course,no,no,no,cellular,249.0,4,999.0,0,nonexistent,no
42,services,married,high.school,no,yes,no,cellular,252.0,1,999.0,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,no,cellular,151.0,1,,0,nonexistent,no
999,services,single,high.school,unknown,yes,no,cellular,560.0,2,999.0,0,nonexistent,yes
35,blue-collar,married,basic.9y,no,yes,no,telephone,188.0,2,999.0,0,nonexistent,no
51,admin.,divorced,basic.9y,unknown,yes,no,telephone,135.0,1,999.0,0,nonexistent,no
999,admin.,married,university.degree,no,yes,yes,cellular,54.0,7,999.0,0,nonexistent,no
46,admin.,married,university.degree,no,yes,no,cellular,70.0,1,999.0,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,275.0,1,6.0,2,success,yes
46,technician,single,university.degree,no,no,no,cellular,185.0,2,999.0,0,nonexistent,no
28,admin.,single,basic.9y,unknown,no,no,telephone,171.0,8,999.0,0,nonexistent,no
44,technician,married,high.school,no,no,no,telephone,360.0,3,999.0,0,nonexistent,no
54,management,married,university.degree,no,yes,no,telephone,89.0,1,999.0,0,nonexistent,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,,1,999.0,0,nonexistent,no
30,blue-collar,married,basic.9y,unknown,yes,no,cellular,,11,999.0,0,nonexistent,no
33,blue-collar,single,basic.9y,no,no,yes,telephone,418.0,5,999.0,0,nonexistent,no
18,student,single,unknown,no,no,no,telephone,401.0,2,999.0,0,nonexistent,no
34,management,married,university.degree,unknown,no,yes,telephone,46.0,2,999.0,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,553.0,2,999.0,0,nonexistent,no
25,technician,single,university.degree,no,no,no,telephone,92.0,6,999.0,0,nonexistent,no
34,blue-collar,married,unknown,no,no,yes,cellular,44.0,13,999.0,0,nonexistent,no
72,admin.,married,university.degree,unknown,no,yes,cellular,143.0,1,6.0,1,success,yes
36,blue-collar,married,high.school,no,no,no,telephone,34.0,3,999.0,0,nonexistent,no
36,technician,married,professional.course,no,yes,no,telephone,338.0,4,999.0,0,nonexistent,no
60,management,married,university.degree,no,yes,no,telephone,89.0,2,999.0,0,nonexistent,no
44,technician,married,professional.course,no,no,no,cellular,536.0,3,999.0,0,nonexistent,no
53,management,married,high.school,no,no,no,cellular,91.0,10,999.0,0,nonexistent,no
47,admin.,divorced,high.school,no,no,no,cellular,,1,,0,nonexistent,no
53,technician,divorced,professional.course,no,no,no,telephone,327.0,2,999.0,0,nonexistent,no
55,housemaid,married,professional.course,no,yes,no,telephone,137.0,5,999.0,0,nonexistent,no
42,management,single,university.degree,no,no,no,cellular,146.0,1,999.0,0,nonexistent,yes
25,blue-collar,single,basic.9y,unknown,yes,no,telephone,323.0,1,999.0,0,nonexistent,no
34,services,married,professional.course,no,yes,no,cellular,126.0,2,999.0,0,nonexistent,no
32,entrepreneur,married,basic.4y,no,yes,no,cellular,111.0,1,999.0,0,nonexistent,no
27,blue-collar,married,basic.4y,no,yes,no,cellular,185.0,1,999.0,0,nonexistent,no
52,self-employed,married,university.degree,unknown,no,no,cellular,96.0,2,999.0,0,nonexistent,no
33,admin.,married,high.school,no,yes,no,telephone,53.0,7,999.0,0,nonexistent,no
49,blue-collar,,basic.4y,unknown,no,no,telephone,,1,999.0,0,nonexistent,no
26,student,single,basic.4y,no,no,yes,cellular,,2,999.0,0,nonexistent,yes
32,admin.,divorced,university.degree,no,no,no,telephone,315.0,2,,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,187.0,1,999.0,0,nonexistent,no
29,admin.,married,high.school,no,no,yes,telephone,97.0,8,999.0,0,nonexistent,no
47,blue-collar,married,high.school,no,yes,no,cellular,58.0,1,999.0,1,failure,no
47,management,married,university.degree,no,yes,yes,cellular,57.0,2,999.0,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,1871.0,2,999.0,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,23.0,17,999.0,0,nonexistent,no
49,blue-collar,divorced,basic.4y,no,no,no,cellular,96.0,3,,0,nonexistent,no
38,entrepreneur,married,basic.6y,no,yes,no,telephone,196.0,1,999.0,0,nonexistent,no
51,blue-collar,married,basic.9y,no,no,no,telephone,470.0,1,999.0,0,nonexistent,no
37,technician,single,professional.course,no,yes,no,cellular,50.0,2,999.0,0,nonexistent,no
50,management,married,basic.4y,unknown,no,no,telephone,847.0,3,999.0,0,nonexistent,no
33,services,married,high.school,no,yes,no,cellular,90.0,2,999.0,0,nonexistent,no
58,retired,divorced,university.degree,no,yes,no,telephone,825.0,1,999.0,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,8.0,7,999.0,0,nonexistent,no
44,self-employed,married,professional.course,no,yes,yes,telephone,47.0,2,999.0,0,nonexistent,no
34,admin.,,university.degree,no,no,no,cellular,135.0,1,6.0,1,success,yes
30,technician,married,basic.9y,no,no,no,cellular,64.0,2,999.0,0,nonexistent,no
25,student,single,university.degree,no,yes,no,cellular,92.0,1,999.0,1,failure,no
46,blue-collar,single,basic.4y,unknown,yes,no,telephone,558.0,6,999.0,0,nonexistent,no
32,admin.,divorced,university.degree,no,no,no,cellular,197.0,5,999.0,0,nonexistent,no
39,management,married,university.degree,no,no,no,telephone,601.0,5,999.0,0,nonexistent,no
55,admin.,married,basic.9y,no,no,no,telephone,119.0,1,999.0,0,nonexistent,no
57,technician,divorced,basic.6y,no,unknown,unknown,cellular,9.0,5,999.0,0,nonexistent,no
48,admin.,divorced,university.degree,no,no,no,cellular,17.0,5,999.0,1,failure,no
37,entrepreneur,married,basic.6y,no,yes,no,cellular,148.0,2,999.0,0,nonexistent,no
56,management,divorced,university.degree,no,no,no,cellular,277.0,1,999.0,1,failure,yes
47,blue-collar,single,basic.4y,no,yes,no,cellular,87.0,2,999.0,1,failure,no
30,blue-collar,married,basic.4y,unknown,yes,no,telephone,176.0,4,999.0,0,nonexistent,no
35,admin.,married,basic.9y,no,yes,yes,cellular,47.0,1,,0,nonexistent,no
43,management,divorced,university.degree,no,yes,no,cellular,269.0,1,999.0,0,nonexistent,no
33,admin.,married,university.degree,no,no,no,cellular,305.0,10,999.0,0,nonexistent,no
35,technician,single,university.degree,no,no,no,cellular,183.0,6,999.0,0,nonexistent,no
43,blue-collar,married,basic.4y,no,no,yes,cellular,589.0,1,999.0,0,nonexistent,no
37,services,married,high.school,no,no,no,cellular,1010.0,3,999.0,0,nonexistent,no
51,blue-collar,married,professional.course,no,yes,no,cellular,86.0,1,999.0,0,nonexistent,no
39,management,married,university.degree,no,no,no,cellular,1321.0,6,999.0,0,nonexistent,yes
39,admin.,married,high.school,no,yes,no,telephone,189.0,1,999.0,0,nonexistent,no
44,blue-collar,married,high.school,no,yes,no,cellular,223.0,2,999.0,1,failure,no
999,admin.,single,high.school,no,no,yes,telephone,329.0,1,999.0,0,nonexistent,no
47,technician,married,unknown,unknown,yes,no,cellular,624.0,1,999.0,0,nonexistent,no
37,blue-collar,single,basic.9y,no,yes,no,telephone,185.0,2,999.0,0,nonexistent,no
42,services,married,professional.course,no,no,no,telephone,177.0,1,999.0,0,nonexistent,no
41,admin.,single,university.degree,no,no,no,cellular,1180.0,2,999.0,0,nonexistent,no
36,self-employed,divorced,professional.course,no,yes,no,cellular,157.0,1,999.0,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,227.0,2,999.0,0,nonexistent,no
27,admin.,single,high.school,unknown,no,no,telephone,75.0,1,999.0,0,nonexistent,no
26,technician,single,university.degree,no,yes,no,cellular,174.0,4,2.0,1,success,yes
45,blue-collar,,basic.9y,no,yes,no,telephone,202.0,2,999.0,0,nonexistent,no
30,technician,married,high.school,no,yes,no,cellular,124.0,1,999.0,0,nonexistent,no
32,technician,single,high.school,no,no,no,telephone,250.0,1,999.0,0,nonexistent,no
29,admin.,married,high.school,no,yes,no,cellular,106.0,1,999.0,1,failure,no
59,retired,married,basic.9y,no,no,no,cellular,351.0,1,999.0,0,nonexistent,no
46,admin.,single,high.school,no,yes,no,cellular,199.0,2,999.0,2,failure,no
36,technician,divorced,professional.course,no,yes,no,cellular,341.0,7,,0,nonexistent,no
20,services,single,high.school,no,no,no,telephone,97.0,15,999.0,0,nonexistent,no
49,blue-collar,divorced,high.school,no,no,no,telephone,192.0,1,999.0,0,nonexistent,no
31,services,married,basic.9y,no,yes,no,cellular,326.0,1,999.0,0,nonexistent,yes
23,blue-collar,married,professional.course,unknown,no,no,telephone,94.0,1,999.0,0,nonexistent,no
53,self-employed,married,university.degree,no,yes,no,telephone,119.0,4,999.0,0,nonexistent,no
35,blue-collar,divorced,basic.9y,no,yes,no,cellular,134.0,1,999.0,0,nonexistent,no
39,entrepreneur,,high.school,no,yes,no,telephone,582.0,1,999.0,0,nonexistent,no
999,services,married,high.school,no,no,no,telephone,60.0,3,999.0,0,nonexistent,no
58,management,married,basic.9y,no,yes,no,telephone,187.0,5,999.0,0,nonexistent,no
45,admin.,married,high.school,no,yes,no,cellular,185.0,3,999.0,0,nonexistent,no
38,blue-collar,married,professional.course,no,no,yes,cellular,123.0,1,999.0,1,failure,no
32,admin.,single,university.degree,no,unknown,unknown,telephone,215.0,1,999.0,0,nonexistent,no
28,blue-collar,single,basic.9y,no,yes,no,cellular,106.0,3,999.0,0,nonexistent,no
39,unemployed,single,basic.6y,no,no,no,telephone,238.0,2,999.0,0,nonexistent,no
58,entrepreneur,married,basic.4y,no,yes,no,telephone,73.0,1,999.0,0,nonexistent,no
39,services,married,unknown,unknown,yes,no,cellular,40.0,1,999.0,0,nonexistent,no
36,self-employed,divorced,basic.9y,no,yes,no,cellular,,1,999.0,0,nonexistent,no
31,admin.,single,university.degree,no,no,no,telephone,90.0,8,999.0,0,nonexistent,no
39,management,married,unknown,no,yes,yes,cellular,758.0,1,999.0,0,nonexistent,yes
31,technician,married,professional.course,no,yes,no,cellular,577.0,2,999.0,0,nonexistent,no
38,technician,married,university.degree,unknown,no,no,telephone,36.0,4,999.0,0,nonexistent,no
55,unknown,married,basic.4y,unknown,yes,no,telephone,216.0,2,999.0,0,nonexistent,no
28,self-employed,single,university.degree,no,unknown,unknown,cellular,227.0,1,999.0,0,nonexistent,no
40,services,married,high.school,no,yes,no,telephone,85.0,6,999.0,0,nonexistent,no
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,85.0,1,999.0,0,nonexistent,no
33,housemaid,married,university.degree,no,no,no,cellular,224.0,1,999.0,0,nonexistent,yes
50,housemaid,divorced,high.school,unknown,yes,no,telephone,763.0,4,999.0,0,nonexistent,no
54,retired,married,basic.4y,unknown,yes,no,telephone,421.0,2,999.0,0,nonexistent,no
42,admin.,married,high.school,no,yes,no,cellular,131.0,1,999.0,0,nonexistent,no
999,services,married,high.school,no,no,yes,telephone,206.0,4,999.0,0,nonexistent,no
48,services,married,basic.6y,unknown,no,yes,telephone,511.0,5,999.0,0,nonexistent,no
40,admin.,single,high.school,no,yes,no,cellular,213.0,1,999.0,1,failure,no
38,admin.,,high.school,no,yes,no,cellular,82.0,1,999.0,1,failure,no
46,admin.,divorced,university.degree,unknown,yes,no,telephone,318.0,6,999.0,0,nonexistent,no
21,student,single,basic.4y,no,no,no,cellular,114.0,2,,0,nonexistent,no
30,admin.,divorced,high.school,no,yes,no,telephone,225.0,2,999.0,0,nonexistent,no
52,unknown,married,basic.4y,no,no,yes,telephone,150.0,17,999.0,0,nonexistent,no
50,blue-collar,single,basic.9y,unknown,no,no,telephone,165.0,1,999.0,0,nonexistent,no
25,admin.,single,university.degree,no,no,no,cellular,8.0,5,999.0,0,nonexistent,no
24,student,married,university.degree,no,no,no,telephone,139.0,3,999.0,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,265.0,2,999.0,0,nonexistent,no
39,admin.,married,high.school,no,yes,no,telephone,0.0,4,999.0,0,nonexistent,no
999,technician,married,university.degree,no,yes,no,cellular,64.0,1,999.0,0,nonexistent,no
40,entrepreneur,,basic.9y,no,no,no,telephone,40.0,1,999.0,0,nonexistent,no
34,admin.,married,high.school,unknown,yes,no,cellular,310.0,2,999.0,2,failure,no
37,blue-collar,married,high.school,no,yes,yes,telephone,172.0,7,999.0,0,nonexistent,no
58,services,divorced,professional.course,no,yes,no,telephone,293.0,1,999.0,0,nonexistent,no
52,blue-collar,married,basic.4y,no,yes,no,telephone,253.0,2,999.0,0,nonexistent,no
50,services,single,basic.4y,no,no,no,telephone,514.0,3,999.0,0,nonexistent,no
35,admin.,married,basic.9y,no,no,yes,telephone,556.0,4,999.0,0,nonexistent,yes
28,student,,basic.9y,no,no,no,telephone,199.0,2,6.0,2,success,no
26,technician,single,professional.course,no,unknown,unknown,cellular,578.0,1,999.0,0,nonexistent,yes
999,blue-collar,married,high.school,unknown,yes,no,telephone,224.0,3,999.0,0,nonexistent,no
30,blue-collar,married,high.school,no,no,no,cellular,358.0,3,999.0,0,nonexistent,no
34,technician,divorced,professional.course,no,yes,no,cellular,7.0,6,999.0,1,failure,no
32,unknown,single,high.school,no,yes,no,cellular,267.0,1,999.0,0,nonexistent,no
46,admin.,married,university.degree,no,yes,no,cellular,164.0,2,999.0,0,nonexistent,no
50,management,married,university.degree,no,yes,yes,cellular,206.0,1,999.0,0,nonexistent,no
56,entrepreneur,married,university.degree,no,no,no,telephone,21.0,3,999.0,0,nonexistent,no
43,admin.,married,university.degree,no,yes,no,cellular,899.0,1,999.0,0,nonexistent,no
999,unemployed,divorced,university.degree,no,yes,no,cellular,148.0,2,999.0,0,nonexistent,no
36,admin.,married,university.degree,unknown,yes,no,cellular,874.0,1,999.0,0,nonexistent,yes
33,blue-collar,married,unknown,no,no,no,cellular,91.0,4,999.0,0,nonexistent,no
46,management,married,university.degree,no,yes,no,telephone,716.0,2,999.0,0,nonexistent,no
36,self-employed,single,professional.course,no,yes,no,telephone,113.0,4,999.0,0,nonexistent,no
34,admin.,single,university.degree,no,yes,yes,cellular,,1,999.0,0,nonexistent,yes
33,technician,single,high.school,no,no,no,cellular,129.0,2,999.0,0,nonexistent,no
36,blue-collar,married,high.school,no,no,no,cellular,87.0,4,999.0,1,failure,no
38,services,married,high.school,unknown,no,yes,telephone,77.0,1,999.0,0,nonexistent,no
25,technician,married,professional.course,no,yes,no,telephone,149.0,2,999.0,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,225.0,2,999.0,1,failure,no
33,admin.,married,university.degree,no,no,no,cellular,180.0,3,999.0,0,nonexistent,no
36,blue-collar,single,high.school,no,unknown,unknown,telephone,311.0,2,999.0,0,nonexistent,no
35,management,married,university.degree,no,no,no,cellular,304.0,1,999.0,1,failure,no
32,management,single,university.degree,no,no,yes,cellular,541.0,1,999.0,0,nonexistent,no
54,technician,single,university.degree,unknown,no,no,telephone,594.0,3,999.0,0,nonexistent,no
37,services,married,high.school,no,no,no,telephone,63.0,1,999.0,0,nonexistent,no
26,student,single,high.school,no,no,no,telephone,95.0,3,999.0,0,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,telephone,285.0,2,999.0,0,nonexistent,no
30,blue-collar,single,basic.4y,unknown,no,no,telephone,130.0,1,999.0,0,nonexistent,no
